bk,name,pct_chg,price,turnover,volume_ratio,total_mv,float_mv,amount,_fetched_at
BK1645,昨日打二板以上表现,5.98,17353.27,20.95,1.85,66724840000,63875278000,12313298560.0,2026-08-17T23:41:54.393072+08:00
BK1152,高带宽内存,5.73,2834.04,6.73,1.21,2394282368000,2178657856000,76349009665.0,2026-08-17T23:41:54.393072+08:00
BK1051,昨日连板_含一字,5.68,59894.06,17.86,0.59,78915322000,72929953000,13220546518.0,2026-08-17T23:41:54.393072+08:00
BK1175,玻璃基板,5.15,2744.75,5.3,1.42,1545893744000,1441879488000,81650680119.0,2026-08-17T23:41:54.393072+08:00
BK1023,培育钻石,5.06,2901.3,2.86,1.03,289909184000,270048304000,11259399437.0,2026-08-17T23:41:54.393072+08:00
BK1101,先进封装,4.86,3635.47,6.97,1.38,3436586592000,2670863056000,139913991374.0,2026-08-17T23:41:54.393072+08:00
BK1137,存储芯片,4.81,3136.4,6.18,1.25,13058451712000,6902688256000,356941303873.0,2026-08-17T23:41:54.393072+08:00
BK0536,基金重仓,4.79,17515.77,4.18,1.0,9262604544000,8590748928000,331262098623.0,2026-08-17T23:41:54.393072+08:00
BK0935,中芯概念,4.7,2880.8,4.26,1.14,5097234944000,3835598448000,148876693268.0,2026-08-17T23:41:54.393072+08:00
BK0816,昨日连板,4.51,31838.3,16.75,0.25,38496897000,34964193000,5927605763.0,2026-08-17T23:41:54.393072+08:00
BK1128,CPO概念,4.5,9303.17,5.12,1.17,7513456640000,6878767104000,313913599637.0,2026-08-17T23:41:54.393072+08:00
BK0946,EDA概念,4.49,1543.47,1.93,1.12,338344976000,231116084000,8683904388.0,2026-08-17T23:41:54.393072+08:00
BK0907,转基因,4.23,1353.3,3.53,1.29,125263075000,102107281000,3727793562.0,2026-08-17T23:41:54.393072+08:00
BK0884,光刻机,4.17,5255.27,4.28,0.94,1634295232000,1380903136000,51091653556.0,2026-08-17T23:41:54.393072+08:00
BK0674,蓝宝石,4.14,4221.91,4.04,1.07,802693680000,762820672000,35275347961.0,2026-08-17T23:41:54.393072+08:00
BK1059,百元股,4.14,1000.83,3.85,1.05,25739812864000,19943156480000,669447445869.0,2026-08-17T23:41:54.393072+08:00
BK0877,PCB,4.11,4211.9,5.0,1.03,6175464960000,5134281472000,243530558679.0,2026-08-17T23:41:54.393072+08:00
BK1136,光通信模块,4.11,4008.45,5.62,1.11,6588979712000,5726320896000,293754341024.0,2026-08-17T23:41:54.393072+08:00
BK1199,2025三季报预减,4.1,1235.31,4.71,1.11,67945251000,64998414000,2980579206.0,2026-08-17T23:41:54.393072+08:00
BK1168,铜缆高速连接,4.05,2665.31,4.16,1.3,1354148672000,1263059392000,56225381419.0,2026-08-17T23:41:54.393072+08:00
BK0917,半导体概念,4.04,2989.87,3.87,1.12,24142905344000,15242793472000,675778373482.0,2026-08-17T23:41:54.393072+08:00
BK1113,复合集流体,4.03,2010.7,3.95,0.93,510961264000,445053840000,20979040234.0,2026-08-17T23:41:54.393072+08:00
BK0969,汽车芯片,3.99,1651.85,3.14,1.05,2283344672000,2157006656000,116845603657.0,2026-08-17T23:41:54.393072+08:00
BK1676,百日新高,3.96,1585.8,16.73,0.55,172569092000,154293118000,16511174017.0,2026-08-17T23:41:54.393072+08:00
BK1160,柔性屏(折叠屏),3.93,2301.19,4.17,1.18,1787575440000,1594145504000,73342940100.0,2026-08-17T23:41:54.393072+08:00
BK1048,IGBT概念,3.86,1058.35,2.75,0.95,2112663248000,1520162288000,47428232652.0,2026-08-17T23:41:54.393072+08:00
BK1177,荣耀概念,3.81,2335.82,5.29,1.34,5503466496000,1413595024000,83686515019.0,2026-08-17T23:41:54.393072+08:00
BK1086,粮食概念,3.81,707.72,3.87,1.95,203542959000,175583836000,6582248815.0,2026-08-17T23:41:54.393072+08:00
BK1092,麒麟电池,3.68,1919.95,1.48,1.12,1975084640000,1816048240000,11372462876.0,2026-08-17T23:41:54.393072+08:00
BK0666,苹果概念,3.65,5448.19,3.49,1.23,5562542848000,5162300416000,150595436907.0,2026-08-17T23:41:54.393072+08:00
BK1753,光刻胶,3.63,1168.31,4.82,1.02,916325264000,760496608000,41608646274.0,2026-08-17T23:41:54.393072+08:00
BK1660,光纤概念,3.62,1197.61,4.09,1.23,3839879840000,3465961184000,193023002940.0,2026-08-17T23:41:54.393072+08:00
BK1127,AI芯片,3.58,1971.63,2.52,0.82,3114553056000,2435191792000,63801407571.0,2026-08-17T23:41:54.393072+08:00
BK1700,密集调研,3.58,1144.93,3.22,1.39,2201839392000,2003231344000,52059646867.0,2026-08-17T23:41:54.393072+08:00
BK1681,2026一季报预减,3.56,944.65,2.75,0.96,183528196000,131687421000,5407699754.0,2026-08-17T23:41:54.393072+08:00
BK0840,OLED,3.54,4419.87,4.07,1.12,2890225424000,2324505856000,114752982582.0,2026-08-17T23:41:54.393072+08:00
BK0977,碳化硅,3.53,2280.86,3.6,1.06,1527786512000,1281588304000,51176398541.0,2026-08-17T23:41:54.393072+08:00
BK1050,昨日涨停_含一字,3.52,141119.22,12.59,0.74,989683360000,914820048000,107235314127.0,2026-08-17T23:41:54.393072+08:00
BK1713,科技风格,3.51,999.83,2.49,1.14,22865652480000,16805108736000,584657554821.0,2026-08-17T23:41:54.393072+08:00
BK1097,TOPCon电池,3.51,927.8,2.8,1.02,720149920000,673069328000,23298049548.0,2026-08-17T23:41:54.393072+08:00
BK0952,第三代半导体,3.49,2510.21,4.46,1.02,3304095552000,2947119152000,126767288325.0,2026-08-17T23:41:54.393072+08:00
BK1637,东方财富热股,3.44,3533.88,8.68,0.84,12697969920000,8476657408000,435699996798.0,2026-08-17T23:41:54.393072+08:00
BK0881,3D玻璃,3.4,1776.87,3.32,1.07,452096368000,430463728000,18240972130.0,2026-08-17T23:41:54.393072+08:00
BK1717,题材股,3.36,1394.21,12.81,1.06,2063762736000,1880565312000,184423967520.0,2026-08-17T23:41:54.393072+08:00
BK0891,国产芯片,3.34,4998.33,3.85,1.12,21201124352000,13977178368000,556712158164.0,2026-08-17T23:41:54.393072+08:00
BK1180,华为海思,3.3,2070.03,5.65,1.29,1366663920000,1306609840000,58771650078.0,2026-08-17T23:41:54.393072+08:00
BK1121,第四代半导体,3.28,2399.54,1.49,0.78,112811184000,96554759000,4270745776.0,2026-08-17T23:41:54.393072+08:00
BK1002,激光雷达,3.16,2673.1,3.33,0.99,1035641728000,910022336000,43303852577.0,2026-08-17T23:41:54.393072+08:00
BK1674,近期新高,3.14,1509.08,12.96,0.63,218924977000,199521362000,19671952123.0,2026-08-17T23:41:54.393072+08:00
BK1162,AI手机,3.13,1942.98,3.26,1.11,1150516256000,1019617456000,39815516130.0,2026-08-17T23:41:54.393072+08:00
BK0908,HJT电池,3.13,3023.6,2.58,0.95,680101120000,632854944000,20139883424.0,2026-08-17T23:41:54.393072+08:00
BK1650,通信技术,3.1,1080.59,3.26,1.04,15855228160000,12566168576000,585012082158.0,2026-08-17T23:41:54.393072+08:00
BK1665,大盘成长,3.09,1111.84,1.28,0.97,22848461312000,18507209728000,467795366692.0,2026-08-17T23:41:54.393072+08:00
BK0865,电子烟,3.09,2755.83,2.72,1.01,1443891104000,1356652080000,39718745438.0,2026-08-17T23:41:54.393072+08:00
BK0916,氮化镓,3.09,1988.96,4.27,1.15,1592571856000,1521522448000,49510495749.0,2026-08-17T23:41:54.393072+08:00
BK1646,消费电子概念,3.07,1069.6,3.92,1.17,5874899968000,4971241216000,218059707968.0,2026-08-17T23:41:54.393072+08:00
BK1722,高市净率,3.07,1170.86,4.7,0.9,16404433408000,10084717824000,445496964250.0,2026-08-17T23:41:54.393072+08:00
BK0815,昨日涨停,3.06,182983.95,12.49,0.74,948357872000,882930128000,105055653684.0,2026-08-17T23:41:54.393072+08:00
BK1138,液冷服务器,3.05,2143.08,3.97,1.12,7048511744000,6531221248000,217643310650.0,2026-08-17T23:41:54.393072+08:00
BK0641,智能穿戴,3.04,4284.94,4.02,1.24,4262828576000,3878372032000,177877369484.0,2026-08-17T23:41:54.393072+08:00
BK1682,2026一季报扭亏,3.03,1045.2,3.38,0.86,483017776000,208857990000,14933204647.0,2026-08-17T23:41:54.393072+08:00
BK1082,噪声防治,3.02,1787.28,3.68,1.04,50130783000,42009542000,2118587368.0,2026-08-17T23:41:54.393072+08:00
BK0714,5G概念,3.0,2116.7,3.04,1.03,15273178368000,12049357056000,493852022905.0,2026-08-17T23:41:54.393072+08:00
BK1124,毫米波概念,2.99,2268.23,4.5,1.1,1316562784000,1184561840000,81692881088.0,2026-08-17T23:41:54.393072+08:00
BK1014,发电机概念,2.95,1718.27,1.83,1.16,185711013000,160721020000,4814605250.0,2026-08-17T23:41:54.393072+08:00
BK1088,F5G概念,2.94,5057.97,3.03,1.18,2175911312000,2071446656000,105606001604.0,2026-08-17T23:41:54.393072+08:00
BK0915,WiFi,2.92,1657.23,2.35,1.03,901691392000,835374976000,43022686621.0,2026-08-17T23:41:54.393072+08:00
BK0949,氦气概念,2.92,3234.62,3.4,0.8,355522080000,327675216000,14382366049.0,2026-08-17T23:41:54.393072+08:00
BK0520,社保重仓,2.89,13654.81,1.85,0.86,151566055000,124928077000,2871639857.0,2026-08-17T23:41:54.393072+08:00
BK0833,小米概念,2.87,2515.84,3.56,1.07,9303122432000,4595620352000,210661554345.0,2026-08-17T23:41:54.393072+08:00
BK1109,供销社概念,2.86,1025.79,3.61,2.57,127832702000,116049417000,2889766457.0,2026-08-17T23:41:54.393072+08:00
BK0523,新材料,2.86,40766.19,3.07,1.01,7498415872000,6731962368000,259902498972.0,2026-08-17T23:41:54.393072+08:00
BK0547,黄金概念,2.85,20260.64,2.08,0.79,3202027200000,2732148400000,57517071056.0,2026-08-17T23:41:54.393072+08:00
BK0961,有机硅概念,2.85,1866.03,2.77,1.16,451057632000,399071312000,13343468407.0,2026-08-17T23:41:54.393072+08:00
BK1651,显示技术,2.85,987.04,3.9,1.2,951920912000,867323232000,33932580260.0,2026-08-17T23:41:54.393072+08:00
BK1680,2026一季报预增,2.83,1026.8,3.6,0.99,4693135360000,3834446528000,149899328627.0,2026-08-17T23:41:54.393072+08:00
BK0963,商业航天,2.83,2474.84,2.53,1.01,6160608512000,5389803776000,197316245205.0,2026-08-17T23:41:54.393072+08:00
BK1630,昨日首板,2.83,5971.83,11.44,0.95,901526400000,834601936000,92680882546.0,2026-08-17T23:41:54.393072+08:00
BK1148,BC电池,2.8,1295.83,1.76,0.92,619878480000,595679168000,15527640050.0,2026-08-17T23:41:54.393072+08:00
BK1667,小盘成长,2.78,1003.11,2.82,0.89,6358313216000,5304390400000,242712836251.0,2026-08-17T23:41:54.393072+08:00
BK1669,中盘成长,2.76,1106.33,2.86,0.98,9647740928000,8000927488000,327902994785.0,2026-08-17T23:41:54.393072+08:00
BK0948,MicroLED,2.75,1415.31,3.95,1.18,919318752000,792668288000,31029491351.0,2026-08-17T23:41:54.393072+08:00
BK0905,传感器,2.75,2241.98,3.4,0.99,2622122448000,2121627856000,93587914237.0,2026-08-17T23:41:54.393072+08:00
BK1184,人形机器人,2.72,1750.66,2.42,0.98,6712512000000,5329561088000,172055268179.0,2026-08-17T23:41:54.393072+08:00
BK1156,PEEK材料概念,2.71,1842.63,3.73,1.09,943394944000,752982208000,33084826793.0,2026-08-17T23:41:54.393072+08:00
BK1178,AI眼镜,2.7,2339.59,2.98,1.01,4127674672000,3705299552000,154998935540.0,2026-08-17T23:41:54.393072+08:00
BK0950,草甘膦,2.7,1635.02,2.04,1.32,178125839000,172841935000,4046736126.0,2026-08-17T23:41:54.393072+08:00
BK1141,混合现实,2.7,1954.22,4.7,1.26,1484615744000,1366766768000,42766107459.0,2026-08-17T23:41:54.393072+08:00
BK0902,MiniLED,2.69,2585.21,3.84,1.17,2068522064000,1624045648000,71476875688.0,2026-08-17T23:41:54.393072+08:00
BK0890,MLCC,2.68,5384.94,6.4,0.86,1071826592000,959274752000,60646047994.0,2026-08-17T23:41:54.393072+08:00
BK0580,LED概念,2.68,4934.58,4.25,1.25,2311211968000,2019720992000,79199212079.0,2026-08-17T23:41:54.393072+08:00
BK1164,AIPC,2.67,2689.66,3.1,1.04,1783251248000,1528072624000,68501959725.0,2026-08-17T23:41:54.393072+08:00
